CODIGO CAPITULO,CAPITULO,CODIGO SUBCAPITULO,SUBCAPITULO,CODIGO ITEM,ITEM,UNIDAD,Vr MANO DE OBRA,TOTAL
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.11,GABINETES DE BAÑOS MADERA PINO 80 CM,ML,235730.16,448737.41
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.12,GABINETES DE COCINA MADERA ABARCO,M2,235730.16,390617.87
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.13,GABINETES DE COCINA MADERA AMARILLO,M2,206263.89,376357.74
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.14,GABINETES DE COCINA MADERA GUAYACAN,M2,235730.16,817550.81
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.15,GABINETES DE COCINA MADERA PINO,M2,235730.16,365214.91
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.16,HOJA PUERTA FORTEC O SIMILAR DE 60 CM ECONÓMICO,UND,14733.13,175539.79
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.17,HOJA PUERTA FORTEC O SIMILAR  DE 80 CM ECONÓMICO,UND,14733.13,242527.79
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.18,HOJA PUERTA FORTEC O SIMILAR 100 CM ECONÓMICO,UND,14733.13,210141.79
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.19,HOJA PUERTA TRIPLEX DE 60 CM ECONÓMICA PIZANO O SIMILAR,UND,20626.39,156338.92
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.20,HOJA PUERTA TRIPLEX DE 80 CM ECONÓMICO PIZANO O SIMILAR,UND,14733.13,171327.79
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.21,HOJA PUERTA TRIPLEX DE 100 CM ECONÓMICO PIZANO O SIMILAR,UND,14733.13,275027.79
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.22,MARCO Y PUERTA MADERA PINO ENTABL. TRIPLEX 70-90 * 200 CM,UND,117865.08,370577.33
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.23,MUEBLE BAJO DE 80 CM CEDRO CAQUETA,ML,353595.24,738611.2
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.24,MUEBLE TIPO LINOS CEDRO CAQUETA,M2,294662.70,595290.37
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.25,PASA MANOS ESCALERA ABARCO,ML,41252.78,75923.67
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.26,PASA MANOS ESCALERA AMARILLO,ML,35359.52,94908
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.27,PASA MANOS ESCALERA GUAYACÁN,ML,29466.27,281801.08
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.28,PASA MANOS ESCALERA PINO,ML,35359.52,82268.5
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.29,PASA MANOS ESCALERA CEDRO CAQUETA,M2,29466.27,85960.43
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.30,PIRLAN DE MADERA CEDROS CAQUETA A= 15 CM,ML,23573.02,43605.48
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.31,PUERTA MARCO MADERA ABARCO ENTABL. TRIPLEX 4MM ECONOMICA 70 - 90 * 200 CM,UND,117865.08,333497.09
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.32,PUERTA MARCO MADERA AMARILLO ENTABL. TRIPLEX  80 - 100 * 200 CM,UND,117865.08,470189.58
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.33,PUERTA MARCO MADERA ENTABL. CEDRO  100 *  210 CM,UND,412527.78,1128287.67
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.34,PUERTA MARCO MADERA GUAYACÁN ENTABL. TRIPLEX 80 - 100 * 200 CM,UND,132598.21,1368014.03
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.35,VENTANERIA  EN MADERA ABARCO,M2,73665.67,114756.95
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.36,VENTANERIA  EN MADERA AMARILLO,M2,73665.67,145621.1
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.37,VENTANERIA  EN MADERA GUAYACAN,M2,73665.67,358010.2
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.38,VENTANERIA EN MADERA PINO,M2,73665.67,134281.2
1,EDIFICACIONES,1.14,CARPINTERÍA MADERA,1.14.39,VENTANERIA EN MADERA TIPO CEDRO CAQUETA,M2,73665.67,265010.2
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.01,"CORREA 2 D=1/2"" 1 D=1/2"" CELOSIA EN 3/8"" INC. ANTICORR.",ML,74566.19,91541.51
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.02,"CORREA 2 D=1/2"" 1 D=5/8"" CELOSIA EN 3/8 INC. ANTICORR.",ML,74566.19,95438.38
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.03,"DIVISIONES PARA BAÑO EN ALUMINIO Y VIDRIO TEMPLADO DE 0,05 MM",M2,27010.75,363361.29
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.04,DIVISIONES PARA BAÑOS EN ALUMINIO Y ACRILICO 0.05 MM,M2,27010.75,207979.29
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.05,"ESCALERA DE GATO INC. ANTICORR. TUBO D=1""",ML,56002.65,200041.2
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.06,"PUERTA DE ACCESO EN ALUMINIO PERFIL  1 1/2"" X 1 1/2""",M2,24555.22,303419.88
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.07,SUMINISTRO E INSTALACIÓN MARCO EN LAMINA   A=90 CM  CAL 18  INC. ANTICORROSIVO,UND,50911.50,142509.3
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.08,SUMINISTRO E INSTALACIÓN PUERTA EN LAMINA CAL 18  INC. ANTICORROSIVO,M2,101823.00,224637.24
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.09,SUMINISTRO E INSTALACIÓN PUERTA VENTANA EN LAMINA CAL 18 INC. ANTICORR.,M2,99777.50,221233.2
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.10,SUMINISTRO E INSTALACION PUERTA Y MARCO CAL. 18  1 X 2  INCLUYE  ANTICORROSIVO,UND,85687.17,421727.62
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.11,SUMINISTRO E INSTALACIÓN REJA  BANCARIA INC. ANTICORROSIVO,M2,55102.12,91883.05
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.12,SUMINISTRO E INSTALACIÓN REJA EN LAMINA CAL. 18 INC. ANTICORROSIVO,M2,87744.32,171857.78
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.13,"SUMINISTRO E INSTALACION TEMPLETES 3/8"" INC. ANTICORR.",ML,7366.57,12068.45
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.14,SUMINSITRO E INSTALACIÓN VENTANA LAMINA CAL. 18 CON VIDRIO INC. ANTICORR.,M2,87712.16,221874.28
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.15,VENTANA EN ALUMINIO  CORREDIZA,M2,49110.44,224019.25
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.16,VENTANA EN ALUMINIO  PROYECTANTE,M2,51565.96,184512.94
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.17,DIVISIÓN PARA BATERIA SANITARIA EN ACERO INOXIDABLE CALIBRE 20 REF. 304 SATINADO,M2,27010.75,587723.89
1,EDIFICACIONES,1.15,CARPINTERÍA METÁLICA,1.15.18,"BARRA DE SEGURIDAD PARA MOVILIDAD REDUCIDA EN ACERO INOXIDABLE CALIBRE 18 D = 1 1/2"" (distancia mayor a 1 ml)",ML,5402.15,193976.68
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.01,APARATOS SANITARIOS BAJO CONSUMO CON VALVULA ANTIVANDALICA,UND,29466.27,665592.83
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.02,DUCHA MEZCLADORA BAÑERA TAYRONA O SIMILAR,UND,8103.23,82641.39
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.03,SUMINISTRO E INSTALACIÓN. LAVAMANOS AVANTI CON PEDESTAL COLOR BLANCO INC. GRIFERIA,UND,13505.37,174582.49
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.04,"SUMINISTRO E INSTALACIÓN COMBO ACUACER LAVAMANOS, SANITARIO, GRIFERIA  E INCRUSTACIONES",UND,43217.20,325482.41
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.05,"SUMINISTRO E INSTALACIÓN COMBO SENSACION LAVAMANOS, SANITARIO, GRIFERIA E INCRUSTACIONES",UND,41770.98,345867.38
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.06,SUMINISTRO E INSTALACIÓN DE DISPENSADOR DE JABÓN,UND,12277.60,154961.7
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.07,SUMINISTRO E INSTALACIÓN DE GABINETES PARA TOALLAS DE PAPEL PARA BAÑOS EN  ACERO INOXIDABLE,UND,6138.80,253097.91
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.08,"SUMINISTRO E INSTALACIÓN DE SECADOR ELÉCTRICO PARA MANOS, AUTOMÁTICO EN ACERO INOXIDABLE TIPO POTENZA O SIMILAR",UND,19580.15,804636.33
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.09,SUMINISTRO E INSTALACIÓN DUCHA SENCILLA,UND,8103.23,46243.77
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.10,SUMINISTRO E INSTALACIÓN LAVAMANOS ACUACER BLANCO DE COLGAR INC. GRIFERIA,UND,27010.75,106236.29
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.11,SUMINISTRO E INSTALACIÓN LAVAMANOS ENSO CON PEDESTAL INC. GRIFERIA,UND,27010.75,293653.29
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.12,SUMINISTRO E INSTALACIÓN LAVAMANOS SOBREPONER ENNA COLOR BLANCO INC. GRIFERIA,UND,27010.75,214218.29
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.13,SUMINISTRO E INSTALACIÓN ORINAL MEDIANO COMPLETO. GRIF TRADICIONAL CROMO,UND,41770.98,240817.53
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.14,"SUMINISTRO E INSTALACIÓN SANITARIO AVANTI PLUS BLANCO LAVAMANOS CON PEDESTAL, SANITARIO, GRIFERIA  E INCRUSTACIONES",UND,41770.98,522317.53
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.15,"SUMINISTRO E INSTALACIÓN SANITARIO AQUAPRO  LAVAMANOS SEMIPEDESTAL, SANITARIO, GRIFERIA E INCRUSTACIONES O SIMILAR",UND,41770.98,627077.53
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.16,SUMINISTRO EN INSTALACIÓN DE PROTECTOR DE PAPEL HIGIÉNICO,UND,12277.60,59117.05
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.17,"SUMINISTRO E INSTALACIÓN BARRA DE SEGURIDAD EN ACERO INOXIDABLE  18""  (PARA BAÑOS)",UND,4911.05,125783.22
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.18,"SUMINISTRO E INSTALACIÓN BARRA DE SEGURIDAD EN ACERO INOXIDABLE  30""  (PARA BAÑOS)",UND,4911.05,168883.22
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.19,SUMINISTRO E INSTALACIÓN BARRA DE SEGURIDAD EN ACERO INOXIDABLE PLEGABLE (PARA BAÑOS),UND,6138.80,538997.91
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.20,SUMINISTRO E INSTALACIÓN BARRA DE SEGURIDAD TIPO H EN ACERO INOXIDABLE  (PARA BAÑOS),UND,7366.57,762562.61
1,EDIFICACIONES,1.16,APARATOS SANITARIOS,1.16.21,"SUMINISTRO E INSTALACIÓN BARRA DE SEGURIDAD EN ACERO INOXIDABLE  12""  (PARA BAÑOS)",UND,4911.05,123583.22
1,EDIFICACIONES,1.17,VIDRIOS Y CERRADURAS,1.17.01,CERRADURA ALCOBA,UND,18416.42,49186
1,EDIFICACIONES,1.17,VIDRIOS Y CERRADURAS,1.17.02,CERRADURA BAÑO,UND,18416.42,48.32
1,EDIFICACIONES,1.17,VIDRIOS Y CERRADURAS,1.17.03,CERRADURA ENTRADA DOBLE CILINDRO,UND,22099.71,109514.7
1,EDIFICACIONES,1.17,VIDRIOS Y CERRADURAS,1.17.04,ESPEJO 4 MM SIN BICEL,M2,6138.80,76044.05
1,EDIFICACIONES,1.17,VIDRIOS Y CERRADURAS,1.17.05,VIDRIO 4 MM,M2,6138.80,40954.66
1,EDIFICACIONES,1.17,VIDRIOS Y CERRADURAS,1.17.06,VIDRIO 5 MM,M2,6138.80,48168.46
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.01,ADOQUIN DE GRES,M2,17188.65,62689.75
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.02,ANDEN ADOQUIN DE GRES,M2,24555.22,119411.98
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.03,ASEO GENERAL ENTREGA,M2,4911.05,5402.16
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.04,CONCRETO ESTRIADO RAMPAS 17.5 MPa - (2500 PSI),M2,29466.27,105619.44
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.05,"CONSTRUCCION DE ANDENES E=0.10 MTS,  EN CONCRETO DE 17.5 MPa -  (2500 PSI)",M2,2946.56,58740.91
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.06,ESTUCO Y PINTURA DE FACHADAS HASTA 3 METROS,M2,7612.12,10884.9
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.07,ESTUCO Y PINTURA DE FACHADAS ALTURA MAYOR A  3 METROS,M2,7612.12,15909.9
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.08,FACHADA EN GRANIPLAS,M2,7857.67,25693.7
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.09,MURO CARA DOBLE EN ETEBOARD 10 MM,M2,29781.96,143915.08
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.10,PISO EN GRAMA INCL. TIERRA NEGRA,M2,2455.52,28516.92
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.11,PRADIZACION (PASTO),M2,2455.52,24344.32
1,EDIFICACIONES,1.18,OBRAS EXTERIORES,1.18.12,"SARDINEL FUNDIDO IN-SITU H=0.40 MTS - A=0.20 MTS, CONCRETO DE 2500 PSI",ML,11295.40,48340.05
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.01,"CANCHA MINI FUTBOL Y/O MINIBALONCESTO INCL. MALLA. TUBO 3"" Y 2""",UND,0.00,1731000.35
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.02,"CANCHA MULTIPLE TUBO AGUA NEGRA 3""  Y 2""  INCL.TABLERO ACRILICO 10 MM PARA ANCLAR AL PISO",jgo,0.00,4039614.1
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.03,"CANCHA MULTIPLE TUBO AGUA NEGRA 3"" Y 2""  INCL.TABLERO ACRILICOB 10 MM CON RODACHINES Y CILINDRO PARA MOVILIZAR",jgo,0.00,4009920.02
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.04,"CANCHA PARA MICROFUTBOL TUBO A.N. 3"" Y 2""",jgo,0.00,1333666.67
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.05,"CANCHA PARA SOLO BALONCESTO CON RODACHINES Y CILINDRO TUBO 3"" Y 2"". INCL. TABLERO ACRILICO",jgo,0.00,3847667
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.06,"CANCHA PARA SOLO BALONCESTO DE ANCLAR AL PISO TUBO 3"" Y 2"". INCLU TABLERO ACRILICO",jgo,0.00,3441083.33
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.07,DEMARCACION CON PINTURA TIPO TRAFICO E=0.08 M,ML,3683.28,5614.24
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.08,PORTERÍA (JUEGO CANCHAS FÚTBOL),jg,0.00,7090310.56
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.09,TABLERO PARA BALONCESTO EN ACRILICO 10 MM,UND,0.00,360.1
1,EDIFICACIONES,1.19,INSTALACIONES DEPORTIVAS,1.19.10,TUBO SOPORTE MALLA,UND,24555.22,95932.25
1,EDIFICACIONES,1.2,OTROS,1.20.01,ACABADO MESON PARA BAÑOS Y COCINA EN ACERO INOXIDABLE,ML,55427.71,602136.98
1,EDIFICACIONES,1.2,OTROS,1.20.02,ACABADO MESON PARA BAÑOS Y COCINA EN FIBRA DE VIDRIO 60 CMS,ML,55427.71,362888.42
1,EDIFICACIONES,1.2,OTROS,1.20.03,ACABADO MESON PARA BAÑOS Y COCINA EN GRANITO PULIDO,M2,125606.27,241140.26
1,EDIFICACIONES,1.2,OTROS,1.20.04,ACABADO MESON PARA BAÑOS Y COCINA EN MARMOL,M2,43670.32,144161.36
1,EDIFICACIONES,1.2,OTROS,1.20.05,BORDE CONTENEDOR DE RAICES A-70,ML,24555.22,61411.56
1,EDIFICACIONES,1.2,OTROS,1.20.06,"BORDILLO EN ADOQUIN HILADA PARADA TIPO TOLETE PERFORADO (0-25 CONFINADO) PREFABRICADO, REFORZADO. INCLUYE EXCAVACION, RETIRO DE SOBRANTES, CONCRETO POBRE, RELLENO CON GROUTING Y REFUERZO.",ML,47421.95,82019.89
1,EDIFICACIONES,1.2,OTROS,1.20.07,CERCA DE ALAMBRE DE PUAS CON POSTES DE MADERA INMUNIZADA D= 9 - 10 CM  H=1.50 M  5 LINEAS. DISTANCIA ENTRE POSTES 2 M,ML,17188.65,31266.08
1,EDIFICACIONES,1.2,OTROS,1.20.08,"CERRAMIENTO EN MALLA ESLABONADA CAL 10 MM (INCLUYE TUBO AGUA NEGRA DE 2""  Y ANGULO 1""X1""X3/16"") H=2.1",M2,36832.82,105980.11
1,EDIFICACIONES,1.2,OTROS,1.20.09,CERRAMIENTO MALLA ESLABONADA C. 10 INC. ANGULO,M2,75466.72,152574.21
1,EDIFICACIONES,1.2,OTROS,1.20.10,"SUMINISTRO E INSTALACION DE CANECA EN MALLA METALICA M-120, INCLUYE ESTRUCTURA DE APOYO Y ANCLAJE",UND,28889.60,471963.31
1,EDIFICACIONES,1.2,OTROS,1.20.11,"SUMINISTRO E INSTALACION TUBO AGUA NEGRA TIPO PESADO D=2""",ML,5893.25,25242.09
1,EDIFICACIONES,1.2,OTROS,1.20.12,SUMINISTRO E INSTALACIÓN SEÑAL PLACA CON TEXTO EN SISTEMA BRAILLE Y/O PICTOGRAMA EN ALTO RELIEVE ACRÍLICO 30*15 CM INCLUYE TUBO METÁLICO GUÍA DE MANO A SEÑAL SEGÚN NTC 4596,UND,13053.42,69015.26
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.01,ACOM. TELÉFONOS INCRUSTADA 3 TUBO PVC,ML,21608.00,64221.3
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.02,ACOMETIDA TELÉFONOS SUSPENDIDA 3 TUBO PVC,ML,13505.00,93204.79
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.03,CABLE TELÉFONOS 10 PARES,ML,4051.50,9407.55
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.04,CABLE TELÉFONOS 2 PARES,ML,810.30,1732.2
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.05,CABLE TELÉFONOS 20 PARES,ML,4051.50,13134
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.06,CABLE TELÉFONOS 40 PARES,ML,4861.80,20931
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.07,INTERCONEXIÓN ENTRE STRIP,ML,108040.00,152295.7
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.08,"SALIDA TELÉFONO 2 PARES, TUBO EMT",UND,86432.00,209733
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.09,"SALIDA TELÉFONO 2 PARES, TUBO PVC",UND,86432.00,145240.59
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.10,SALIDA TELÉFONO TUBO EMT,UND,81030.00,183048.07
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.11,"SALIDA TELÉFONO, TUBO PVC",UND,86432.00,122132.07
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.12,STRIP TELÉFONOS 10 PARES,UND,108040.00,280978.29
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.13,STRIP TELÉFONOS 20 PARES,UND,216080.00,332185.29
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.14,TELÉFONO - CITÓFONO ECONÓMICA,UND,66716.53,91810.53
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.15,TOMA TELEF. A/CANA DOBLE L/NEX CLÁSICA,UND,3241.20,10898.2
1,EDIFICACIONES,1.21,SISTEMA TELÉFONICO,1.21.16,TOMA TELEF. AMERICANA L/NEX CLÁSICA,UND,2701.00,10358
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.01,BANDEJA TIPO ESCAL.30 X 80,ML,14315.30,132969
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.02,CABLE AWG/THW,ML,2701.00,12151
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.03,CABLE UTP CAT 5 TENDIDO,ML,1620.60,3554.6
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.04,CAJA INSPECCIÓN A.P. CS-274 CODENSA,UND,129651.60,460385.91
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.05,CANALETA DLP 60 X 16 MM 3 DIVISIONES,ML,8103.00,66919.03
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.06,CANALETA DLP 75X20 MM 3 DIVISIONES,ML,8103.00,95007.72
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.07,CANALETA METÁLICA 10 X 4,ML,27010.00,69052.58
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.08,CANALETA PLÁSTICA 10 X 4,ML,14585.81,132036.81
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.09,CORAZA METÁLICA 3,ML,15125.60,95602.13
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.10,CORTACIRCUITOS ENCHU.TRIP 20A,UND,2585.22,119945.55
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.11,CUARTOS DE CONTROL,UND,135050.00,729806.5
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.12,DUCTO DLP 100 X 34 MM,ML,9453.50,123068.28
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.13,DUCTO DLP 60 X 40 MM,ML,9453.50,67886.96
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.14,DUCTOS VERTICALES 30 X 8,ML,15125.60,131525.76
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.15,GABINETE RACK CERRADO,UND,135050.00,950826.31
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.16,LINE CORD 1 M,UND,810.30,19015.2
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.17,MARCO PLANO 6 MODULOS,UND,8103.00,252059
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.18,MARCO+BASE+ACOPLE 3 MÓDULOS SALIDA,UND,8103.00,460966
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.19,MÓDULO BOTÓN CIEGO,UND,2701.00,4814
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.20,MÓDULO INTERRUPTOR SENCILLO LUZ PILOTO,UND,2701.00,23775.33
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.21,MÓDULO PULSADOR CON LUZ PILOTO,UND,2701.00,7347
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.22,MÓDULO TOMA CON INDICADOR DE P.T AISLADO,UND,2701.00,13524
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.23,MÓDULO TOMA PATA TRABADA,UND,2701.00,9528
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.24,MÓDULO TOMA TELEF. AMERICANA 4 HILOS,UND,2701.00,19783.67
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.25,MÓDULO TOMA TELEF. COLOMBIANA 2 HILOS,UND,2701.00,19785.33
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.26,MÓDULO TOMACORRIENTE CON POLO A TIERRA,UND,2701.00,14921
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.27,PATCH CORD 2 M,ML,810.30,18528
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.28,PATCH PANEL 24 PUERTOS,UND,162060.00,543296
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.29,PROTECTOR DE ESTADO SÓLIDO,UND,810.30,22875.3
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.30,RACK ABIERTO,UND,162060.00,1095380.65
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.31,SALIDA DE DATOS Y VOZ,UND,14315.30,40874.8
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.32,SALIDA ELÉCTRICA CORRIENTE REGULADA,UND,17016.77,29514.77
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.33,PATCH CORD 5 M Cat 6A,ML,810.30,88611.96
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.34,CABLE UTP CAT 6A TENDIDO,ML,1620.60,4323.47
1,EDIFICACIONES,1.22,CABLEADO ESTRCTURADO,1.22.35,PATCH PANEL 48 PUERTOS,UND,162060.00,1287988.67
1,EDIFICACIONES,1.23,FACHADAS Y REVESTIMIENTOS,1.23.01,CORTASOL CELOSCREEN PERFORADO PASO 120,ML,8103.22,101793.27
2,SANEAMIENTO BASICO Y MEDIO AMBIENTE,2.01,TUBERIA PVC- ACUEDUCTO,2.01.01,"BOMBEO AGUAS NIVEL FREATICO Y ESCORRENTIA CON MOTOBOMBA D=3""",hr,150.92,9776.59
2,SANEAMIENTO BASICO Y MEDIO AMBIENTE,2.01,TUBERIA PVC- ACUEDUCTO,2.01.02,ENTIBADOS EN MADERA TIPO 1 PARA EXCAVACIONES 1 A 7 USOS,M2,7366.57,33242.33
